# This file was produced by: bcftools roh(1.2-279-g1bdf8e3+htslib-1.2.1-162-gb611659)
# The command line was:	bcftools roh -G30 --AF-dflt 0.4 test.vcf.gz
#
# [1]Chromosome	[2]Position	[3]State (0:HW, 1:AZ)	[4]Quality
1	17215982	0	99.0
1	17249395	0	79.0
1	17249487	0	70.3
1	17250762	0	99.0
1	17250836	0	99.0
1	17251055	0	99.0
1	17256850	0	99.0
1	17265327	0	99.0
1	17265366	0	99.0
1	17271936	0	99.0
1	17292086	0	99.0
1	17295679	0	99.0
1	17297289	0	64.6
1	17299014	0	63.9
1	17313454	0	63.8
1	17314702	0	99.0
1	17318065	0	99.0
1	17323449	0	55.3
1	17331676	0	53.2
1	17355387	0	52.3
1	17359676	0	52.1
1	17380497	0	83.2
1	17402347	0	94.8
1	17402420	0	62.9
1	17406015	0	62.9
1	17409017	0	95.2
1	17409241	0	69.0
1	17413121	0	68.9
1	17418883	0	99.0
1	17419024	0	68.3
1	17431277	0	99.0
1	17431618	0	99.0
1	17431681	0	99.0
1	17521098	0	99.0
1	17521144	0	75.0
1	17521274	0	99.0
1	17531582	0	99.0
1	17539095	0	65.1
1	17550121	0	65.0
1	17550225	0	99.0
1	17552875	0	86.5
1	17555316	0	99.0
1	17601419	0	99.0
1	17609448	0	52.6
1	17662705	0	83.4
1	17668888	0	96.3
1	17674358	0	99.0
1	17674402	0	99.0
1	17689954	0	99.0
1	17707739	0	97.0
1	17707798	0	55.8
1	17708349	0	55.8
1	17720391	0	86.6
1	17720439	0	71.7
1	17720615	0	36.4
1	17721094	0	33.4
1	17721388	0	31.6
1	17721844	0	31.2
1	17722363	0	31.0
1	17723739	0	30.9
1	17725358	0	30.8
1	17736578	0	30.8
1	17739586	0	30.7
1	17739820	0	30.6
1	17914846	0	30.7
1	17929980	0	33.0
1	17960812	0	64.5
1	17961345	0	53.9
1	17991052	0	84.7
1	18021406	0	91.9
1	18021867	0	53.4
1	18023154	0	53.4
1	18023290	0	53.4
1	18023365	0	53.4
1	18023509	0	53.5
1	18023690	0	84.4
1	18661583	0	54.0
1	18702988	0	77.1
1	18730305	0	50.9
1	18807339	0	50.5
1	18807897	0	65.8
1	18807938	0	71.6
1	18807953	0	99.0
1	18808292	0	99.0
1	18808465	0	78.3
1	18808526	0	77.5
1	18808711	0	77.4
1	18809896	0	99.0
1	18809916	0	60.2
1	19186129	0	90.9
1	19186260	0	33.9
1	19186320	0	33.9
1	19199221	0	33.9
1	19199304	0	34.2
1	19199473	0	34.2
1	19199723	0	34.2
1	19200908	0	34.3
1	19201184	0	35.5
1	19201665	0	67.2
1	19201956	0	56.2
1	19202770	0	87.6
1	19203997	0	69.6
1	19208944	0	99.0
1	19209543	0	53.5
1	19243589	0	53.3
1	19401405	0	81.3
1	19411129	0	89.7
1	19413261	0	99.0
1	19413420	0	99.0
1	19415304	0	99.0
1	19420392	0	99.0
1	19433449	0	99.0
1	19440107	0	99.0
1	19441212	0	99.0
1	19441594	0	99.0
1	19447498	0	99.0
1	19447819	0	99.0
1	19447843	0	99.0
1	19448326	0	99.0
1	19464773	0	99.0
1	19474975	0	99.0
1	19483209	0	99.0
1	19487656	0	99.0
1	19488493	0	99.0
1	19488839	0	99.0
1	19491514	0	99.0
1	19491857	0	99.0
1	19499835	0	99.0
1	19499873	0	99.0
1	19499954	0	99.0
1	19500729	0	99.0
1	19504306	0	99.0
1	19510394	0	99.0
1	19518659	0	99.0
1	19519782	0	99.0
1	19549759	0	99.0
1	19557281	0	98.0
1	19557713	0	99.0
1	19559729	0	99.0
1	19563900	0	99.0
1	19564846	0	99.0
1	19565175	0	99.0
1	19565338	0	99.0
1	19565344	0	99.0
1	19568972	0	99.0
1	19570426	0	99.0
1	19578192	0	99.0
1	19582563	0	72.1
1	19583400	0	73.9
1	19583636	0	76.2
1	19583734	0	99.0
1	19583875	0	99.0
1	19584035	0	99.0
1	19593748	0	99.0
1	19595137	0	99.0
1	19595892	0	99.0
1	19596124	0	99.0
1	19596156	0	99.0
1	19596841	0	99.0
1	19600386	0	78.3
1	19609254	0	99.0
1	19611227	0	78.2
1	19611241	0	99.0
1	19611410	0	98.5
1	19612249	0	99.0
1	19635011	0	73.0
1	19638309	0	94.7
1	19652132	0	46.6
1	19652874	0	42.4
1	19683301	0	42.3
1	19858807	0	41.6
1	19981451	0	42.0
1	19981791	0	93.8
1	19992066	0	99.0
1	20020993	0	57.3
1	20095951	0	85.4
1	20097611	0	51.5
1	20141283	0	51.5
1	20141528	0	98.4
1	20216860	0	99.0
1	20224152	0	94.1
1	20234258	0	99.0
1	20246987	0	99.0
1	20305065	0	92.8
1	20411234	0	52.9
1	20411332	0	99.0
1	20416878	0	99.0
1	20442054	0	63.9
1	20466830	0	91.7
1	20470148	0	65.0
1	20474907	0	96.6
1	20490518	0	99.0
1	20501442	0	53.1
1	20637043	0	52.2
1	20640969	0	91.4
1	20649814	0	99.0
1	20657352	0	99.0
1	20662938	0	99.0
1	20671807	0	99.0
1	20671833	0	99.0
1	20671961	0	99.0
1	20672101	0	99.0
1	20940258	0	99.0
1	20940463	0	55.8
1	20945055	0	86.6
1	20964328	0	99.0
1	20972048	0	64.6
1	20977000	0	65.9
1	20977221	0	99.0
1	20978832	0	83.1
1	20981806	0	80.3
1	20982151	0	99.0
1	20982405	0	99.0
1	20982631	0	99.0
1	20987873	0	99.0
1	20991273	0	99.0
1	20992819	0	99.0
1	20992887	0	93.5
1	20992933	0	99.0
1	21024860	0	99.0
1	21024901	0	99.0
1	21040079	0	99.0
1	21042157	0	99.0
1	21042300	0	99.0
1	21043913	0	99.0
1	21043926	0	99.0
1	21044161	0	99.0
1	21044219	0	99.0
1	21050400	0	93.6
1	21050958	0	99.0
1	21091861	0	68.7
1	21167404	0	54.7
1	21175855	0	89.7
1	21179969	0	74.5
1	21180181	0	99.0
1	21180250	0	80.7
1	21188703	0	80.3
1	21191416	0	99.0
1	21191430	0	99.0
1	21206143	0	71.7
1	21327637	0	47.0
1	21377314	0	41.0
1	21573603	0	40.8
1	21582425	0	80.7
1	21738020	0	89.0
1	21750970	0	57.5
1	21751214	0	99.0
1	21751325	0	99.0
1	21752320	0	99.0
1	21752766	0	93.9
1	21752782	0	99.0
1	21753562	0	99.0
1	21754005	0	99.0
1	21754283	0	99.0
1	21755347	0	99.0
1	21755747	0	99.0
1	21755756	0	99.0
1	21755906	0	99.0
1	21756008	0	99.0
1	21756069	0	78.7
1	21763132	0	77.7
1	21785981	0	99.0
1	21786068	0	99.0
1	21786176	0	99.0
1	21786251	0	85.5
1	21795388	0	84.4
1	21796770	0	99.0
1	21797419	0	99.0
1	21797996	0	99.0
1	21799489	0	99.0
1	21799823	0	99.0
1	21800185	0	99.0
1	21800219	0	99.0
1	21801346	0	99.0
1	21804815	0	99.0
1	21805008	0	99.0
1	21805048	0	99.0
1	21805730	0	99.0
1	21805978	0	99.0
1	21806447	0	99.0
1	21808159	0	99.0
1	21887290	0	99.0
1	21889506	0	99.0
1	21889635	0	99.0
1	21890464	0	70.0
1	21900420	0	64.6
1	21904206	0	58.2
1	21904267	0	57.9
1	21926148	0	57.9
1	21926187	0	99.0
1	21929260	0	99.0
1	21934667	0	99.0
1	21934693	0	99.0
1	21935433	0	99.0
1	21935467	0	99.0
1	21936909	0	99.0
1	21938375	0	99.0
1	21938897	0	99.0
1	21939741	0	80.5
1	21944352	0	99.0
1	21946415	0	83.1
1	21953436	0	29.0
1	21961339	0	25.3
1	22013561	0	24.3
1	22016719	0	22.4
1	22030189	0	22.4
1	22032570	0	22.3
1	22033228	0	22.3
1	22050649	0	22.3
1	22063149	0	22.4
1	22082923	0	22.5
1	22148164	0	23.0
1	22148791	0	70.0
1	22150120	0	93.6
1	22150160	0	99.0
1	22150257	0	99.0
1	22154845	0	99.0
1	22154987	0	99.0
1	22155723	0	99.0
1	22155841	0	99.0
1	22155853	0	99.0
1	22157689	0	99.0
1	22158120	0	99.0
1	22159008	0	99.0
1	22160020	0	99.0
1	22160111	0	99.0
1	22160148	0	99.0
1	22161275	0	99.0
1	22165901	0	99.0
1	22165987	0	99.0
1	22167988	0	99.0
1	22168216	0	99.0
1	22168310	0	89.1
1	22170828	0	99.0
1	22172458	0	99.0
1	22173762	0	83.9
1	22174426	0	99.0
1	22174600	0	99.0
1	22176333	0	95.0
1	22176500	0	99.0
1	22176831	0	99.0
1	22178911	0	99.0
1	22179673	0	99.0
1	22183471	0	99.0
1	22183739	0	70.4
1	22195147	0	99.0
1	22199245	0	99.0
1	22199821	0	82.6
1	22200067	0	99.0
1	22200082	0	77.7
1	22201438	0	77.6
1	22201903	0	99.0
1	22202109	0	56.7
1	22203259	0	56.0
1	22205408	0	54.8
1	22205466	0	54.1
1	22206649	0	54.1
1	22206942	0	54.0
1	22207235	0	54.0
1	22208030	0	54.1
1	22211222	0	85.3
1	22213628	0	77.6
1	22214046	0	99.0
1	22216574	0	99.0
1	22216604	0	99.0
1	22217108	0	82.2
1	22299656	0	99.0
1	22304712	0	95.3
1	22307538	0	99.0
1	22310080	0	99.0
1	22310139	0	77.2
1	22310145	0	77.2
1	22310262	0	77.2
1	22310662	0	77.6
1	22310674	0	99.0
1	22310725	0	84.8
1	22310824	0	84.4
1	22313017	0	84.2
1	22313161	0	99.0
1	22313197	0	80.8
1	22329414	0	80.4
1	22332008	0	72.8
1	22332411	0	99.0
1	22333595	0	99.0
1	22336277	0	51.6
1	22336371	0	48.8
1	22408106	0	48.8
1	22816262	0	44.3
1	22817717	0	91.5
1	22832743	0	99.0
1	22834590	0	99.0
1	22835677	0	99.0
1	22837944	0	99.0
1	22846709	0	99.0
1	22849003	0	99.0
1	22852715	0	99.0
1	22902523	0	98.9
1	22912819	0	94.4
1	22912865	0	81.7
1	22913153	0	99.0
1	22915753	0	99.0
1	22915967	0	99.0
1	22915978	0	99.0
1	22922546	0	99.0
1	22922560	0	99.0
1	22923689	0	99.0
1	22923785	0	99.0
1	22924124	0	99.0
1	22924364	0	99.0
1	22924418	0	99.0
1	22924464	0	99.0
1	22925292	0	99.0
1	22927314	0	79.6
1	22927326	0	77.2
1	22927672	0	77.2
1	22928265	0	99.0
1	22974297	0	73.6
1	22987958	0	93.3
1	23101688	0	89.6
1	23219493	0	80.2
1	23286224	0	43.8
1	23380198	0	43.6
1	23399932	0	78.6
1	23405794	0	99.0
1	23405872	0	99.0
1	23409538	0	99.0
1	23418153	0	99.0
1	23419261	0	99.0
1	23419374	0	99.0
1	23419383	0	99.0
1	23419855	0	99.0
1	23688933	0	99.0
1	23689083	0	99.0
1	23693422	0	99.0
1	23696152	0	99.0
1	23697617	0	82.0
1	23698120	0	99.0
1	23710805	0	99.0
1	23713626	0	74.1
1	23713952	0	99.0
1	23720185	0	86.7
1	23720260	0	99.0
1	23723880	0	95.5
1	23723935	0	99.0
1	23724183	0	99.0
1	23724514	0	99.0
1	23724637	0	99.0
1	23735241	0	99.0
1	23743581	0	66.2
1	23751140	0	97.3
1	23758134	0	99.0
1	23765472	0	58.9
1	23843110	0	57.6
1	23845742	0	95.9
1	23847464	0	99.0
1	23885498	0	99.0
1	23965517	0	55.9
1	23965704	0	99.0
1	23965829	0	99.0
1	24018224	0	99.0
1	24018277	0	99.0
1	24020279	0	90.5
1	24022104	0	99.0
1	24022179	0	87.2
1	24022437	0	99.0
1	24122986	0	99.0
1	24133612	0	59.1
1	24134462	0	95.2
1	24134721	0	63.5
1	24143932	0	63.2
1	24200800	0	60.5
1	24200903	0	74.2
1	24200921	0	75.3
1	24200969	0	99.0
1	24200983	0	99.0
1	24201094	0	99.0
1	24201109	0	95.1
1	24201262	0	94.9
1	24201357	0	95.1
1	24201448	0	99.0
1	24201643	0	99.0
1	24201919	0	99.0
1	24202318	0	78.2
1	24227934	0	76.3
1	24228108	0	99.0
1	24228132	0	99.0
1	24228206	0	99.0
1	24228359	0	99.0
1	24228594	0	99.0
1	24228863	0	99.0
1	24229032	0	99.0
1	24288404	0	99.0
1	24288432	0	99.0
1	24294249	0	99.0
1	24294362	0	85.4
1	24294547	0	99.0
1	24298212	0	99.0
1	24298263	0	99.0
1	24301685	0	99.0
1	24301721	0	99.0
1	24334924	0	79.2
1	24335009	0	54.7
1	24383819	0	85.5
1	24388371	0	98.1
1	24390731	0	99.0
1	24400584	0	99.0
1	24400633	0	69.1
1	24406647	0	99.0
1	24408015	0	99.0
1	24408414	0	99.0
1	24409191	0	99.0
1	24413159	0	99.0
1	24416059	0	99.0
1	24417415	0	79.4
1	24418768	0	99.0
1	24419496	0	99.0
1	24421334	0	99.0
1	24421474	0	99.0
1	24421804	0	99.0
1	24421875	0	99.0
1	24421950	0	99.0
1	24424241	0	99.0
1	24434595	0	71.0
1	24447214	0	98.5
1	24447943	0	67.3
1	24454688	0	98.2
1	24460797	0	99.0
1	24463563	0	99.0
1	24463854	0	99.0
1	24483455	0	99.0
1	24483491	0	72.7
1	24483643	0	72.7
1	24484108	0	99.0
1	24484441	0	99.0
1	24485518	0	70.1
1	24485813	0	66.5
1	24485898	0	66.3
1	24507433	0	97.0
1	24507437	0	51.1
1	24671287	0	51.1
1	24673866	0	92.6
1	24680766	0	99.0
1	24684116	0	99.0
1	24687058	0	99.0
1	24695749	0	99.0
1	24706113	0	99.0
1	24706269	0	99.0
1	24706292	0	99.0
1	24710405	0	99.0
1	24768469	0	97.8
1	24768778	0	99.0
1	24779873	0	99.0
1	24784214	0	99.0
1	24792404	0	99.0
1	24792617	0	99.0
1	24795418	0	99.0
1	24927561	0	95.8
1	24927625	0	47.8
1	24987299	0	78.6
1	24989762	0	99.0
1	25140825	0	64.0
1	25153692	0	88.4
1	25254317	0	90.3
1	25291010	0	49.6
1	25327406	0	81.3
1	25611035	0	50.3
1	25617399	0	56.7
1	25617406	0	99.0
1	25678238	0	99.0
1	25717139	0	52.3
1	25747399	0	83.9
1	25780668	0	91.5
1	25783066	0	99.0
1	25785451	0	99.0
1	25890189	0	97.5
1	26013067	0	80.4
1	26127425	0	80.0
1	26131459	0	94.9
1	26131534	0	99.0
1	26131654	0	99.0
1	26135913	0	99.0
1	26138136	0	77.2
1	26139392	0	99.0
1	26140573	0	99.0
1	26150023	0	99.0
1	26152666	0	99.0
1	26152758	0	99.0
1	26158337	0	99.0
1	26213991	0	96.6
1	26310394	0	84.2
1	26314564	0	95.5
1	26314625	0	99.0
1	26349245	0	99.0
1	26357656	0	82.7
1	26357855	0	31.4
1	26365549	0	31.3
1	26368787	0	30.7
1	26369297	0	30.7
1	26371788	0	30.6
1	26372144	0	30.6
1	26455969	0	30.6
1	26455991	0	31.5
1	26487940	0	31.5
1	26497340	0	66.0
1	26524706	0	87.7
1	26526554	0	70.8
1	26527255	0	99.0
1	26527260	0	99.0
1	26527699	0	99.0
1	26527809	0	99.0
1	26527951	0	99.0
1	26528922	0	99.0
1	26545864	0	99.0
1	26545865	0	99.0
1	26545946	0	99.0
1	26547115	0	81.7
1	26582091	0	73.4
1	26583998	0	99.0
1	26586136	0	99.0
1	26597435	0	99.0
1	26597673	0	62.1
1	26603993	0	62.0
1	26607123	0	62.9
1	26609093	0	95.7
1	26609259	0	99.0
1	26609307	0	99.0
1	26610891	0	86.3
1	26612042	0	74.9
1	26620489	0	99.0
1	26620998	0	61.5
1	26624327	0	61.5
1	26627283	0	61.6
1	26627478	0	62.5
1	26629274	0	93.4
1	26629465	0	99.0
1	26646726	0	82.7
1	26646730	0	70.3
1	26648551	0	70.3
1	26648826	0	99.0
1	26653319	0	99.0
1	26655208	0	99.0
1	26655462	0	99.0
1	26662774	0	99.0
1	26662904	0	81.1
1	26663362	0	99.0
1	26664219	0	99.0
1	26665602	0	99.0
1	26665991	0	99.0
1	26671084	0	99.0
1	26689659	0	99.0
1	26690864	0	99.0
1	26691174	0	99.0
1	26691683	0	99.0
1	26700795	0	99.0
1	26752992	0	59.8
1	26786627	0	87.5
1	26801736	0	94.5
1	26801762	0	99.0
1	26846195	0	99.0
1	26846804	0	99.0
1	26872554	0	75.9
1	26879792	0	98.6
1	26879920	0	73.2
1	26880989	0	73.2
1	26881806	0	99.0
1	26887150	0	99.0
1	26887592	0	99.0
1	26898142	0	99.0
1	26899687	0	99.0
1	26900708	0	99.0
1	26900735	0	99.0
1	26900805	0	99.0
1	26900920	0	99.0
1	27210721	0	99.0
1	27278521	0	78.3
1	27278553	0	99.0
1	27426796	0	99.0
1	27427041	0	53.6
1	27440782	0	84.4
1	27609980	0	87.6
1	27622596	0	43.5
1	27623128	0	43.6
1	27652359	0	43.6
1	27659965	0	78.3
1	27679797	0	66.3
1	27680292	0	99.0
1	27684396	0	99.0
1	27685108	0	99.0
1	27686063	0	99.0
1	27687366	0	84.4
1	27688633	0	99.0
1	27696011	0	99.0
1	27699449	0	55.6
1	27875824	0	85.7
1	27876482	0	99.0
1	27942155	0	99.0
1	28058990	0	82.7
1	28060574	0	98.8
1	28066662	0	99.0
1	28086955	0	99.0
1	28173614	0	55.2
1	28209305	0	84.6
1	28209362	0	99.0
1	28209366	0	89.7
1	28211650	0	89.7
1	28212272	0	99.0
1	28224312	0	99.0
1	28268706	0	94.3
1	28282819	0	93.3
1	28330997	0	52.1
1	28519852	0	79.5
1	28520161	0	99.0
1	28520233	0	99.0
1	28527011	0	99.0
1	28531700	0	99.0
1	28555426	0	99.0
1	28555564	0	99.0
1	28559574	0	99.0
1	28564279	0	99.0
1	28600446	0	99.0
1	28601244	0	99.0
1	28733993	0	99.0
1	28765094	0	85.4
1	28793041	0	92.1
1	28800277	0	98.5
1	28802581	0	99.0
1	28807191	0	99.0
1	28817351	0	99.0
1	28817597	0	99.0
1	28818151	0	99.0
1	28833834	0	99.0
1	28835041	0	99.0
1	28856542	0	99.0
1	28863431	0	99.0
1	28864435	0	99.0
1	28874969	0	99.0
1	29064036	0	88.5
1	29070856	0	90.3
1	29138975	0	94.6
1	29323595	0	48.6
1	29345027	0	82.7
1	29384995	0	92.1
1	29385486	0	99.0
1	29391396	0	99.0
1	29439016	0	97.1
1	29442291	0	99.0
1	29475341	0	99.0
1	29475394	0	52.5
1	29475648	0	52.5
1	29508350	0	83.3
1	29529699	0	93.0
1	29542435	0	56.7
1	29542637	0	56.3
1	29542926	0	87.1
1	29580348	0	53.8
1	29631782	0	39.9
1	29631909	0	38.1
1	30117517	0	68.8
1	31105194	0	27.5
1	31207781	0	26.2
1	31347399	0	26.5
1	31418119	0	58.8
1	31426815	0	26.6
1	31440921	0	26.5
1	31465631	0	26.4
1	31479005	0	26.3
1	31501755	0	26.4
1	31732892	0	26.5
1	31740640	0	68.3
1	31740706	0	99.0
1	31741816	0	99.0
1	31761989	0	99.0
1	31764930	0	51.0
1	31837174	0	50.8
1	31883295	0	81.8
1	31883475	0	99.0
1	31897493	0	78.0
1	31899684	0	65.7
1	31899704	0	65.9
1	31901652	0	65.9
1	31902149	0	99.0
1	31902418	0	99.0
1	31905767	0	99.0
1	31906882	0	99.0
1	31907102	0	99.0
1	31960672	0	99.0
1	31961325	0	50.3
1	32044641	0	81.1
1	32084904	0	55.0
1	32086912	0	94.5
1	32092525	0	99.0
1	32092735	0	99.0
1	32096265	0	68.4
1	32118160	0	59.7
1	32119431	0	55.1
1	32122164	0	55.0
1	32131163	0	55.2
1	32134491	0	89.1
1	32140733	0	69.4
1	32145009	0	68.5
1	32146425	0	70.5
1	32146764	0	99.0
1	32148571	0	99.0
1	32155284	0	78.2
1	32155472	0	79.2
1	32155911	0	99.0
1	32156722	0	92.8
1	32156869	0	99.0
1	32157531	0	86.8
1	32163950	0	99.0
1	32165495	0	99.0
1	32193647	0	99.0
1	32196497	0	99.0
1	32207192	0	99.0
1	32259791	0	94.0
1	32266026	0	95.6
1	32280610	0	55.2
1	32502430	0	83.2
1	32542507	0	82.0
1	32557486	0	93.7
1	32557673	0	99.0
1	32623108	0	99.0
1	32625250	0	99.0
1	32658447	0	99.0
1	32672784	0	94.8
1	32672908	0	99.0
1	32674723	0	99.0
1	32678506	0	99.0
1	32681069	0	99.0
1	32682962	0	99.0
1	32689521	0	99.0
1	32689857	0	99.0
1	32694819	0	99.0
1	32696628	0	99.0
1	32713199	0	99.0
1	32860161	0	87.7
1	32890941	0	53.1
1	32892425	0	90.1
1	32897098	0	57.3
1	33065947	0	54.8
1	33123219	0	48.6
1	33133968	0	83.9
1	33134774	0	76.8
1	33134989	0	99.0
1	33138516	0	74.8
1	33138605	0	67.0
1	33160150	0	97.8
1	33160878	0	50.9
1	33161212	0	50.9
1	33233223	0	50.9
1	33233237	0	99.0
1	33233323	0	99.0
1	33234136	0	99.0
1	33234153	0	85.9
1	33235626	0	99.0
1	33256884	0	99.0
1	33275981	0	95.5
1	33276424	0	98.2
1	33293748	0	56.8
1	33318561	0	44.9
1	33318634	0	43.1
1	33330432	0	43.1
1	33376682	0	43.1
1	33409551	0	75.7
1	33409693	0	99.0
1	33416907	0	99.0
1	33478920	0	95.0
1	33478931	0	99.0
1	33478959	0	99.0
1	33478983	0	99.0
1	33560338	0	99.0
1	33646950	0	19.7
1	33741615	0	18.2
1	33746163	0	17.6
1	33760743	0	17.6
1	33777524	0	17.6
1	33778226	0	17.6
1	33794853	0	17.6
1	33819814	0	17.8
1	33819830	0	18.2
1	33832865	0	18.2
1	33832933	0	20.1
1	33836796	0	50.8
1	33840795	0	77.2
1	33954352	0	88.6
1	33957130	0	65.6
1	33957152	0	99.0
1	33960062	0	85.3
1	33961147	0	99.0
1	33984987	0	76.5
1	33985353	0	99.0
1	33990366	0	99.0
1	34023253	0	99.0
1	34037973	0	48.3
1	34038214	0	47.7
1	34038413	0	47.7
1	34071434	0	47.7
1	34071525	0	95.3
1	34158472	0	97.0
1	34158482	0	99.0
1	34164286	0	99.0
1	34166355	0	99.0
1	34205134	0	99.0
1	34270498	0	35.8
1	34285342	0	33.6
1	34285381	0	33.5
1	34285995	0	33.5
1	34286189	0	33.5
1	34305229	0	33.5
1	34329897	0	34.6
1	34330067	0	80.8
1	34383662	0	84.4
1	34684463	0	38.2
1	35227362	0	33.5
1	35470877	0	34.4
1	35475943	0	78.0
1	35484861	0	99.0
1	35561510	0	93.2
1	35562965	0	99.0
1	35563206	0	99.0
1	35576145	0	99.0
1	35852521	0	53.0
1	35925861	0	77.9
1	35926150	0	45.6
1	36101766	0	76.4
1	36202585	0	79.0
1	36205166	0	97.3
1	36213712	0	99.0
1	36216835	0	67.3
1	36225948	0	98.0
1	36291750	0	93.7
1	36292258	0	99.0
1	36316571	0	99.0
1	36367780	0	90.6
1	36448130	0	85.4
1	36553673	0	82.2
1	36563158	0	91.5
1	36565617	0	99.0
1	36602943	0	99.0
1	36603290	0	99.0
1	36645811	0	99.0
1	36707851	0	87.3
1	36752152	0	56.3
1	36752433	0	99.0
1	36754522	0	99.0
1	36758061	0	76.0
1	36762396	0	99.0
1	36767400	0	71.1
1	36773819	0	99.0
1	36814473	0	97.4
1	36820927	0	97.3
1	36886364	0	95.2
1	36887702	0	99.0
1	36889197	0	99.0
1	36921371	0	99.0
1	36923494	0	99.0
1	36926445	0	99.0
1	36927733	0	99.0
1	36935128	0	78.8
1	36937059	0	99.0
1	36937065	0	99.0
1	36955700	0	99.0
1	37335458	0	51.7
1	37335485	0	82.3
1	37335494	0	51.4
1	37335551	0	51.4
1	37425112	0	51.4
1	37948212	0	43.1
1	37959450	0	82.0
1	37959470	0	63.3
1	37961613	0	63.3
1	37967774	0	94.5
1	37975279	0	73.8
1	37975312	0	99.0
1	38006359	0	85.4
1	38010751	0	99.0
1	38018134	0	99.0
1	38023055	0	99.0
1	38049552	0	99.0
1	38049566	0	99.0
1	38056595	0	99.0
1	38078300	0	99.0
1	38079517	0	99.0
1	38079537	0	99.0
1	38148765	0	99.0
1	38149193	0	99.0
1	38155265	0	99.0
1	38161694	0	99.0
1	38164724	0	99.0
1	38166022	0	67.4
1	38166327	0	66.8
1	38167361	0	66.8
1	38171370	0	97.9
1	38174185	0	69.2
1	38184316	0	68.5
1	38185409	0	99.0
1	38185647	0	99.0
1	38185723	0	99.0
1	38186206	0	99.0
1	38188768	0	99.0
1	38188934	0	99.0
1	38197401	0	99.0
1	38244761	0	95.5
1	38272660	0	55.6
1	38289383	0	87.7
1	38301250	0	98.3
1	38301476	0	55.1
1	38306868	0	55.1
1	38327982	0	54.9
1	38338795	0	87.8
1	38345896	0	99.0
1	38348506	0	99.0
1	38352849	0	99.0
1	38355520	0	64.1
1	38397341	0	94.0
1	38397369	0	53.5
1	38411350	0	53.5
1	38423853	0	85.5
1	38425724	0	49.2
1	38425895	0	49.0
1	38434919	0	48.9
1	38442547	0	49.0
1	38444749	0	49.5
1	38447234	0	80.6
1	38447266	0	48.6
1	38447615	0	48.6
1	38450367	0	48.6
1	38450627	0	48.5
1	38455389	0	48.5
1	38462898	0	48.7
1	38462905	0	50.0
1	38463504	0	50.0
1	38464639	0	81.5
1	38483498	0	96.0
1	38539961	0	91.2
1	38838608	0	79.2
1	39174617	0	37.4
1	39322323	0	69.4
1	39340282	0	52.1
1	39352083	0	53.9
1	39352271	0	98.8
1	39352492	0	99.0
1	39361615	0	99.0
1	39549983	0	56.8
1	39550210	0	83.0
1	39696647	0	50.5
1	39748921	0	31.0
1	39758955	0	30.5
1	39758993	0	30.5
1	39763242	0	30.5
1	39766055	0	30.5
1	39806610	0	30.6
1	39812620	0	35.1
1	39812822	0	70.6
1	39844708	0	40.6
1	39894839	0	40.7
1	39914363	0	41.9
1	39927507	0	74.7
1	39929240	0	58.9
1	39957913	0	89.7
1	39958080	0	56.5
1	39988708	0	56.5
1	39991474	0	93.9
1	39991588	0	99.0
1	40030823	0	99.0
1	40098328	0	87.3
1	40137754	0	87.3
1	40149515	0	63.9
1	40149551	0	76.0
1	40149642	0	99.0
1	40150156	0	90.7
1	40150370	0	99.0
1	40183922	0	77.7
1	40207169	0	92.5
1	40363054	0	85.9
1	40428328	0	81.5
1	40428587	0	99.0
1	40524866	0	99.0
1	40526003	0	56.9
1	40533266	0	57.1
1	40533287	0	93.7
1	40533315	0	63.0
1	40533320	0	62.9
1	40533326	0	62.9
1	40533347	0	62.9
1	40535481	0	62.9
1	40539448	0	94.5
1	40545964	0	69.7
1	40555321	0	99.0
1	40556922	0	64.9
1	40557656	0	95.5
1	40558256	0	53.2
1	40558345	0	52.0
1	40562993	0	52.0
1	40737516	0	50.9
1	40830626	0	46.5
1	40840272	0	83.5
1	40840296	0	99.0
1	40840353	0	99.0
1	40872195	0	99.0
1	40879808	0	65.1
1	40880804	0	69.4
1	40881041	0	99.0
1	40882118	0	99.0
1	40923019	0	99.0
1	40955156	0	90.3
1	41101572	0	53.4
1	41107239	0	88.7
1	41107360	0	51.6
1	41107706	0	51.6
1	41204569	0	51.5
1	41215075	0	51.1
1	41228443	0	82.9
1	41235177	0	50.4
1	41235946	0	49.7
1	41236915	0	49.7
1	41285087	0	80.4
1	41288105	0	59.2
1	41298652	0	90.3
1	41404029	0	91.0
1	41404739	0	99.0
1	41540853	0	99.0
1	41540861	0	45.1
1	41608752	0	45.1
1	41618442	0	79.8
1	41798726	0	45.2
1	41949628	0	36.9
1	41978825	0	36.4
1	41983912	0	36.7
1	42041479	0	67.6
1	42045302	0	97.5
1	42045366	0	79.2
1	42046812	0	99.0
1	42048745	0	99.0
1	42049032	0	99.0
1	42049140	0	99.0
1	42414686	0	69.5
1	42506381	0	70.5
1	42507013	0	20.3
1	42619152	0	20.3
1	42629040	0	19.6
1	42654364	0	19.5
1	42656868	0	19.5
1	42660356	0	19.5
1	42693597	0	19.6
1	42878153	0	50.6
1	42880516	0	92.6
1	42898633	0	99.0
1	42898671	0	57.9
1	42898843	0	57.9
1	42915527	0	57.9
1	42915727	0	99.0
1	42915753	0	99.0
1	42925688	0	99.0
1	42965630	0	95.6
